
SetupTitle, Cgs
DataValue, 1.6900000000000002E-09, 259.9965, 2.3398E-09, -0.00314692, 25
DataValue, 1.8700000000000004E-09, 269.997, 2.34034E-09, -0.00315066, 25
DataValue, -6.1700000000000008E-09, 280.00350000000003, 2.34007E-09, -0.00314947, 25
DataValue, 2.4E-10, 289.9965, 2.34007E-09, -0.00315045, 25
DataValue, -6.91E-09, 300.0015, 2.33968E-09, -0.00314861, 25
DataValue, -6.53E-09, 310.0065, 2.34044E-09, -0.0031490800000000003, 25
DataValue, -5.5600000000000007E-09, 320.0025, 2.34019E-09, -0.00314775, 25
DataValue, -9.830000000000001E-09, 330.0015, 2.34049E-09, -0.0031487200000000003, 25
DataValue, -5.4900000000000007E-09, 339.9975, 2.33991E-09, -0.00314935, 25
DataValue, -1.4140000000000001E-08, 350.0055, 2.34063E-09, -0.00314869, 25
DataValue, 9.9E-10, 359.9955, 2.34024E-09, -0.00314933, 25
DataValue, 9.9E-10, 369.999, 2.34033E-09, -0.00314868, 25
DataValue, -8.3000000000000015E-09, 380.00100000000003, 2.34014E-09, -0.00314858, 25
DataValue, -6.4800000000000008E-09, 390.0045, 2.34021E-09, -0.00314936, 25
DataValue, -3.86E-09, 400.0005, 2.34028E-09, -0.0031486500000000002, 25
DataValue, -4.8800000000000005E-09, 409.9995, 2.34015E-09, -0.00314986, 25
DataValue, -2.7600000000000004E-09, 420, 2.34019E-09, -0.00315007, 25
DataValue, -1.7600000000000001E-09, 430.002, 2.34017E-09, -0.003149, 25
DataValue, -8.48E-09, 440.00100000000003, 2.34061E-09, -0.00315043, 25
DataValue, -1.0160000000000001E-08, 450.0015, 2.34005E-09, -0.00315023, 25
DataValue, 4.7E-10, 459.9975, 2.3404E-09, -0.00314847, 25
DataValue, -8.9000000000000013E-10, 469.998, 2.34015E-09, -0.00314871, 25
DataValue, -1.0760000000000002E-08, 480.00600000000003, 2.3378E-09, -0.00314643, 25
DataValue, -7.8900000000000015E-09, 489.999, 2.33658E-09, -0.0031455, 25
DataValue, -6.0000000000000008E-09, 499.9995, 2.33724E-09, -0.00314664, 25
DataValue, -8.9200000000000015E-09, 510.0045, 2.33668E-09, -0.00314619, 25
DataValue, 7.25E-09, 519.996, 2.33724E-09, -0.003147, 25
DataValue, 1.6400000000000001E-09, 529.995, 2.33698E-09, -0.00314774, 25
DataValue, -6.19E-09, 540, 2.33728E-09, -0.00314838, 25
DataValue, -5.890000000000001E-09, 550.00200000000007, 2.33726E-09, -0.0031456500000000003, 25
DataValue, -4.2500000000000008E-09, 560.0055, 2.33733E-09, -0.0031474800000000002, 25
DataValue, -8.7800000000000015E-09, 570.0015, 2.33738E-09, -0.00314816, 25
DataValue, -1.71E-09, 580.0005, 2.33716E-09, -0.00314658, 25
DataValue, -9.45E-09, 590.00700000000006, 2.33732E-09, -0.00314855, 25
DataValue, 7.7800000000000008E-09, 599.9985, 2.33709E-09, -0.00314824, 25
SetupTitle, Cgs
PrimitiveTest, C-V Sweep
TestParameter, Channel.UnitTyp, CMU, SMU
TestParameter, Channel.Unit, Gate, VdBias
TestParameter, Channel.IName, , Ids
TestParameter, Channel.VName, VBias, Vdrain
TestParameter, Channel.Mode, , V
TestParameter, Channel.Func, CONST, VAR1
TestParameter, Channel.Index, 
TestParameter, Channel.Time, 
TestParameter, Measurement.Primary.Locus, Single
TestParameter, Measurement.Primary.Scale, Scale
TestParameter, Measurement.Primary.Start, VdStart*Polarity
TestParameter, Measurement.Primary.Stop, VdStop*Polarity
TestParameter, Measurement.Primary.Compliance, IdLimit
TestParameter, Measurement.Primary.Step, VdLinearStep*Polarity
TestParameter, Measurement.Aborting.Condition, CONTINUE AT ANY
TestParameter, Measurement.PostOutput.Value, START
TestParameter, Measurement.PostOutput.Retention, OFF
TestParameter, Measurement.Secondary.ACLevel, OscLevel
TestParameter, Measurement.Secondary.FName, Freq
TestParameter, Measurement.Secondary.Frequency, Frequency
TestParameter, Measurement.Bias.Source, 0, 0
TestParameter, Measurement.ImpedanceMode.Model, Cp-G
TestParameter, Measurement.ImpedanceMode.CName, Cgs
TestParameter, Measurement.ImpedanceMode.LName, L
TestParameter, Measurement.ImpedanceMode.GName, G
TestParameter, Measurement.ImpedanceMode.RName, R
TestParameter, Measurement.ImpedanceMode.QName, Q
TestParameter, Measurement.ImpedanceMode.DName, D
TestParameter, Measurement.ImpedanceMode.YName, Y
TestParameter, Measurement.ImpedanceMode.ZName, Z
TestParameter, Measurement.ImpedanceMode.ThName, Theta
TestParameter, Measurement.ImpedanceMode.BName, B
TestParameter, Measurement.ImpedanceMode.XName, X
TestParameter, Measurement.Monitor.Unit, CMU:=Gate, SMU:=VdBias
TestParameter, Measurement.Monitor.RangingMode, AUTO, LIMITED
TestParameter, Measurement.Monitor.RangeBoundary, 50, IdMinRange
TestParameter, Measurement.Monitor.AcMonitorSymbol, 
TestParameter, Measurement.Monitor.DcMonitorSymbol, 
TestParameter, Measurement.Timing.Hold, HoldTime
TestParameter, Measurement.Timing.Delay, DelayTime
TestParameter, Measurement.Adc.UnitType, Cmu, Smu
TestParameter, Measurement.Adc.HighResolution.Mode, IntegMode, IntegMode
TestParameter, Measurement.Adc.HighResolution.Coeff, AdcFactor, AdcFactor
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, Ta
TestParameter, Function.User.Unit, deg
TestParameter, Function.User.Definition, Temp
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vdrain
TestParameter, Output.Graph.XAxis.Scale, ScaleStr
TestParameter, Output.Graph.XAxis.Left, VdStart*Polarity
TestParameter, Output.Graph.XAxis.Right, VdStop*Polarity
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, Cgs
TestParameter, Output.Graph.YAxis.Scale, Log
TestParameter, Output.Graph.YAxis.Bottom, YAxisCgsMin
TestParameter, Output.Graph.YAxis.Top, YAxisCgsMax
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, false
TestParameter, Output.List.Data, Vdrain, Cgs, Ids
TestParameter, Output.Scalar.Data, Ta
TestParameter, AutoAnalysis.Interpolation, true
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, false
MetaData, TestRecord.RecordTime, 04/23/2021 15:02:25
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 37
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 30bdf0fc-23ce-498b-a474-0ad0ee08a389
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vdrain
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 600
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Cgs
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, F
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-12
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-08
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
